observat,dist_cod,county,district,testscr,read_scr,math_scr,str,avginc,meal_pct,enrl_tot,teachers,calw_pct,computer,comp_stu,expn_stu,el_pct
368,66373,Nevada,Pleasant Ridge Union Elementary,676.55,673.8,679.3,20.32497,16.356,14.037,2089,102.78,2.5185,318,0.1522259,4993.635,0.1436094
369,66852,Placer,Newcastle Elementary,676.6,673.3,679.9,20.02457,18.626,11.0429,326,16.28,4.2945,42,0.1288344,4854.038,0
370,72470,Ventura,Mesa Union Elementary,676.85,680.5,673.2,24,23.733,27.7132,516,21.5,0.969,50,0.0968992,4392.68,11.04651
371,71787,Trinity,Weaverville Elementary,676.95,672.8,681.1,17.60784,12.934,48.4848,449,25.5,12.7273,50,0.1113586,5884.432,0
372,70078,Shasta,North Cow Creek Elementary,677.25,679,675.5,19.34853,13.906,4.0404,297,15.35,2.3569,70,0.2356902,4273.993,0
373,66340,Nevada,Nevada City Elementary,677.95,678.5,677.4,19.67846,15.428,21.7803,1579,80.24,5.5556,165,0.1044965,5146.784,0.0633312
374,62893,Humboldt,Jacoby Creek Elementary,678.05,682.9,673.2,18.72861,15.381,10.1828,383,20.45,6.0052,49,0.1279373,5351.523,0
375,70698,Sonoma,Fort Ross Elementary,678.4,685.3,671.5,15.88235,22.529,0,81,5.1,3.6145,14,0.1728395,7667.572,0
376,68080,San Diego,Encinitas Union Elementary,678.8,679,678.6,20.05491,23.8061,19.0911,5259,262.23,2.3959,701,0.1332953,5281.709,15.0599
377,65318,Marin,Dixie Elementary,679.4,684.1,674.7,17.98825,24.603,3.7302,1960,108.96,1.9417,223,0.1137755,5368.503,1.479592
378,69492,Santa Clara,Lakeside Joint Elementary,679.5,676.8,682.2,16.96629,36.174,8.6093,151,8.9,2.649,31,0.205298,6429.257,2.649007
379,64600,Los Angeles,Hermosa Beach City Elementary,679.65,683.1,676.2,19.23937,33.455,6.5353,946,49.17,2.1784,310,0.3276955,5387.459,1.479915
380,70896,Sonoma,Rincon Valley Union Elementary,679.75,678.7,680.8,19.19586,20.48022,19.2308,2707,141.02,5.1396,300,0.1108238,5235.775,4.469893
381,66233,Monterey,Washington Union Elementary,679.8,680.2,679.4,19.59906,20.134,0,919,46.89,1.0493,141,0.1534276,4829.896,0.3264418
382,70623,Sonoma,Bennett Valley Union Elementary,680.05,685.7,674.4,20.54348,19.3465,10.6515,945,46,4.2399,216,0.2285714,5088.708,2.539683
383,69500,Santa Clara,Loma Prieta Joint Union Elemen,680.45,684.2,676.7,18.58848,36.174,0.6775,738,39.702,0,220,0.298103,5390.118,0.5420054
384,70789,Sonoma,Kenwood Elementary,681.3,682.8,679.8,15.60419,22.86333,12.9412,164,10.51,2.3529,35,0.2134146,6588.431,11.58537
385,70797,Sonoma,Liberty Elementary,681.3,680.8,681.8,15.29304,17.709,11.4583,167,10.92,0.5208,29,0.1736527,6196.695,11.37724
386,71142,Stanislaus,Knights Ferry Elementary,681.6,688.5,674.7,17.65537,14.177,14.4,125,7.08,4,25,0.2,4645.413,0
387,65334,Marin,Kentfield Elementary,681.9,689.8,674,17.57976,41.093,0.5367,1091,62.06,0.5367,113,0.1035747,6489.929,1.374885
388,69104,Santa Barbara,Ballard Elementary,682.15,681.8,682.5,22.33333,21.957,3.7313,134,6,0.7463,27,0.2014925,5094.959,2.238806
389,70839,Sonoma,Oak Grove Union Elementary,682.45,680,684.9,18.75,16.064,29.3185,600,32,2.6941,55,0.0916667,4841.958,5.333333
390,75002,Marin,Ross Valley Elementary,682.55,685.6,679.5,18.10241,25.737,3.622,1803,99.6,1.9242,283,0.1569606,6315.313,2.773156
391,69773,Santa Cruz,Mountain Elementary,682.65,687.3,678,20.25641,20.474,16.25,158,7.8,13.75,15,0.0949367,5399.383,0
392,68882,San Mateo,Burlingame Elementary,683.35,682.4,684.3,18.80207,35.81,6.2709,2392,127.22,1.4214,439,0.1835284,5429.474,17.72575
393,70003,Shasta,Grant Elementary,683.4,684.5,682.3,18.7723,13.567,11.4068,526,28.02,3.9924,33,0.0627376,5644.286,0
394,69757,Santa Cruz,Happy Valley Elementary,684.3,680.4,688.2,20.40521,20.089,9.3525,141,6.91,10.0719,44,0.3120568,6060.257,0
395,69732,Santa Cruz,Bonny Doon Union Elementary,684.35,688.5,680.2,18.65079,18.283,5.9322,235,12.6,4.661,30,0.1276596,5319.554,0.4255319
396,61812,Contra Costa,Walnut Creek Elementary,684.8,682.2,687.4,20.70707,25.23972,7.8593,3280,158.4,2.7523,406,0.1237805,4819.904,6.067073
397,69211,Santa Barbara,Hope Elementary,684.95,686.2,683.7,22,25.063,12.5,1254,57,1.5823,0,0,5208.226,10.12759
398,65367,Marin,Larkspur Elementary,686.05,692.2,679.9,17.69978,30.6285,1.8987,948,53.56,1.7932,155,0.1635021,5859.965,3.375527
399,69419,Santa Clara,Cupertino Union Elementary,686.7,683.1,690.3,21.48329,27.47522,4.6909,15228,708.83,1.7154,2232,0.1465721,4962.737,8.648542
400,69781,Santa Cruz,Pacific Elementary,687.55,693.8,681.3,16.70103,30.84,20.4819,81,4.85,13.253,21,0.2592593,7614.379,12.34568
401,69526,Santa Clara,Los Gatos Union Elementary,689.1,691.6,686.6,19.57567,34.1595,2.7921,2768,141.4,0.4481,540,0.1950867,5566.468,1.589595
402,69252,Santa Barbara,Montecito Union Elementary,691.05,693.5,688.6,17.25806,43.23,0.72,535,31,0.08,84,0.1570093,7039.949,1.495327
403,68387,San Diego,Solana Beach Elementary,691.35,687.7,695,17.37526,27.94775,9.6774,2542,146.3,0.8261,404,0.15893,6604.064,10.38552
404,68965,San Mateo,Menlo Park City Elementary,691.9,693.7,690.1,17.34931,49.939,3.9175,1940,111.82,0.4124,265,0.1365979,6180.149,6.13402
405,65425,Marin,Reed Union Elementary,693.95,695.9,692,16.26229,55.328,1.4164,1059,65.12,0.8499,272,0.2568461,6460.657,2.266289
406,65391,Marin,Mill Valley Elementary,694.25,693.6,694.9,17.70045,35.481,2.4359,2340,132.2,1.5812,403,0.1722222,6415.355,2.478632
407,61713,Contra Costa,Lafayette Elementary,694.8,697.9,691.7,20.12881,34.301,0.1734,3469,172.34,0,496,0.1429807,5230.877,0.8936293
408,68056,San Diego,Del Mar Union Elementary,695.2,695.1,695.3,18.26539,38.62857,2.6116,2106,115.3,1.7094,300,0.1424501,5838.172,2.421652
409,69088,San Mateo,Woodside Elementary,695.3,701.3,689.3,14.54214,35.342,0,478,32.87,0,112,0.2343096,7711.507,3.76569
410,61747,Contra Costa,Moraga Elementary,696.55,697.4,695.7,19.15261,31.052,0.3033,1885,98.42,0.0506,241,0.1278515,5592.765,1.962865
411,61770,Contra Costa,Orinda Union Elementary,698.2,699.1,697.3,17.36574,40.264,0.1239,2422,139.47,0,466,0.192403,5933.154,0.5780346
412,68908,San Mateo,Hillsborough City Elementary,698.25,695.4,701.1,15.13898,35.81,0,1318,87.06,0.1517,412,0.3125948,7593.406,2.807284
413,69161,Santa Barbara,Cold Spring Elementary,698.45,693.3,703.6,17.84266,43.23,0,220,12.33,0.4545,22,0.1,6500.45,1.363636
414,68981,San Mateo,Portola Valley Elementary,699.1,698.3,699.9,15.40704,50.677,0,687,44.59,0.3049,209,0.3042212,7217.263,1.164483
415,69682,Santa Clara,Saratoga Union Elementary,700.3,698.9,701.7,18.86534,40.402,0.598,2341,124.09,0.1709,286,0.12217,5392.639,2.050406
416,68957,San Mateo,Las Lomitas Elementary,704.3,700.9,707.7,16.47413,28.717,3.5569,984,59.73,0.1016,195,0.1981707,7290.339,5.995935
417,69518,Santa Clara,Los Altos Elementary,706.75,704,709.5,17.86263,41.73411,1.5038,3724,208.48,1.0741,721,0.193609,5741.463,4.726101
418,72611,Ventura,Somis Union Elementary,645,648.3,641.7,21.88586,23.733,37.1938,441,20.15,3.5635,45,0.1020408,4402.832,24.26304
419,72744,Yuba,Plumas Elementary,672.2,667.9,676.5,20.2,9.952,59.4059,101,5,11.8812,14,0.1386139,4776.336,2.970297
420,72751,Yuba,Wheatland Elementary,655.75,660.5,651,19.0364,12.502,47.5712,1778,93.4,6.9235,313,0.1760405,5993.393,5.005624
